Timestamp,Value,TimeDiffRatio,ValueDiffRatio,ValueDiffRatio_LogWithMaxAbsBase
895708800,1.1216,0.42857142857142855,-2.4777777777777437,-0.3997537702356367
896227200,1.1008,2.0,0.932735426008966,-0.030678304484335808
896313600,1.1111,0.16666666666666666,-0.4951923076923082,0.30963447087094514
896400000,1.0991,1.0,1.165048543689324,0.06730222367439381
896659200,1.1097,3.0,-0.8833333333333278,0.05465349936017132
896745600,1.1045,0.3333333333333333,0.49056603773583957,-0.3137697575843828
896918400,1.1188,2.0,-2.750000000000064,-0.44567794700014934
897523200,1.0894,3.5,2.0559440559440656,0.3175320944414362
897609600,1.0974,0.14285714285714285,-0.2721088435374143,0.5734213180128245
897868800,1.086,3.0,1.4249999999999805,0.15603640230257287
898214400,1.111,1.3333333333333333,-2.192982456140371,-0.34596070565808673
898646400,1.0955,1.25,0.620000000000005,-0.21060678366070318
898819200,1.1055,0.4,-0.6451612903225783,0.19308064635489966
899078400,1.0898,1.5,1.5699999999999812,0.1987290181902956
899164800,1.0994,0.3333333333333333,-0.6114649681528623,0.21671384056462428
899337600,1.0847,2.0,1.5312500000000202,0.18771871037154508
899683200,1.0958,2.0,-0.7551020408163374,0.1237563124121537
899942400,1.079,0.75,1.5135135135135118,0.1825858332616639
900374400,1.1011,1.6666666666666667,-1.3154761904761794,-0.12080289977129446
900460800,1.093,0.2,0.3665158371040721,-0.4422030345860592
900892800,1.1123,5.0,-2.382716049382729,-0.38251832038777767
901152000,1.0994,0.6,0.6683937823834233,-0.17749464421622568
901238400,1.1124,0.3333333333333333,-1.0077519379844952,-0.0034020784382881595
901584000,1.1035,4.0,0.6846153846153882,-0.16692997879858168
901756800,1.1178,0.5,-1.606741573033682,-0.20892049578311123
902102400,1.1003,2.0,1.223776223776215,0.088968685594708
902361600,1.1174,0.75,-0.9771428571428594,0.010186973347727502
902793600,1.1019,1.6666666666666667,0.9064327485380085,-0.04328061151841861
902880000,1.1136,0.2,-0.7548387096774153,0.12390998069712107
903312000,1.0876,5.0,2.222222222222258,0.35179611505457387
903398400,1.1016,0.2,-0.5384615384615384,0.2727282274363594
903484800,1.0921,1.0,0.6785714285714167,-0.1708366844892086
903571200,1.1023,1.0,-1.0736842105263322,-0.03132251468963208
903657600,1.094,1.0,0.813725490196077,-0.09081504088398512
903916800,1.1012,3.0,-0.8674698795180598,0.06263738352150888
904176000,1.0895,1.0,1.6250000000000346,0.21389870658686436
904608000,1.1358,1.6666666666666667,-3.957264957264943,-0.6060232677893962
904694400,1.1208,0.2,0.323974082073432,-0.49655939993138704
904780800,1.1478,1.0,-1.8000000000000058,-0.2589593890865306
904867200,1.1293,1.0,0.6851851851851859,-0.16656345051745125
905126400,1.1493,3.0,-1.0810810810810842,-0.03434727998567882
905299200,1.1283,0.6666666666666666,1.0499999999999945,0.02149533472122952
905472000,1.1735,1.0,-2.1523809523809576,-0.3377274692971082
905731200,1.1485,1.5,0.5530973451327426,-0.26091312607328276
905817600,1.1678,0.3333333333333333,-0.7719999999999977,0.11400583559586841
905904000,1.1528,1.0,0.7772020725388602,-0.11104706090394466
905990400,1.173,1.0,-1.3466666666666751,-0.13112700565440955
906076800,1.1566,1.0,0.8118811881188106,-0.09181471557117746
906336000,1.174,3.0,-1.060975609756091,-0.02607666163796342
906422400,1.1568,0.3333333333333333,0.9885057471264379,-0.005093316478724034
906681600,1.184,3.0,-1.5813953488372139,-0.2019151853434509
906940800,1.1645,1.0,0.7169117647058797,-0.14662179194412472
907804800,1.2401,3.3333333333333335,-3.876923076923101,-0.5969866657912686
908150400,1.1958,0.4,0.5859788359788369,-0.2354705352693009
908496000,1.225,1.0,-0.6591422121896188,0.18363534735000825
909014400,1.188,1.5,1.2671232876712328,0.104303878825873
909100800,1.2063,0.16666666666666666,-0.4945945945945922,0.31016657061666014
909446400,1.1804,4.0,1.4153005464480906,0.15302737182209786
909619200,1.1975,0.5,-0.6602316602316638,0.1829077674875398
909705600,1.1847,0.5,0.7485380116958968,-0.12760286169288632
909964800,1.1943,3.0,-0.7499999999999913,0.1267432185547601
910137600,1.1731,0.6666666666666666,2.20833333333336,0.3490339306554416
910224000,1.187,0.5,-0.6556603773584952,0.18596875468351381
910569600,1.1599,4.0,1.9496402877697898,0.29414228423678074
910742400,1.1741,0.5,-0.5239852398523958,0.2847348029205666
910828800,1.1582,0.5,1.1197183098591574,0.04981805481254769
911260800,1.186,5.0,-1.7484276729559751,-0.2461522159417861
911865600,1.1475,1.4,1.3848920863309322,0.1434583946079783
911952000,1.1601,0.14285714285714285,-0.327272727272726,0.4920963099841597
912124800,1.1455,2.0,1.1587301587301595,0.06490640296702972
912643200,1.181,3.0,-2.4315068493150833,-0.39144867167042396
912729600,1.166,0.16666666666666666,0.4225352112676081,-0.3795407314136231
913593600,1.1967,10.0,-2.046666666666661,-0.31553954944361146
913766400,1.1713,0.2,0.8273615635179136,-0.08349337962591431
913939200,1.1874,1.0,-0.6338582677165333,0.2008676547922141
914284800,1.1705,2.0,1.0496894409937834,0.02136500874231438
914371200,1.178,0.25,-0.4437869822485135,0.35792127583835853
914457600,1.1663,1.0,1.5600000000000391,0.19591388421254544
914889600,1.1779,5.0,-0.9914529914529924,0.0037817139365827613
915062400,1.1632,0.4,1.2672413793103332,0.10434493627601844
915408000,1.186,2.0,-1.5510204081632675,-0.19337058843085206
