timestamp,open,high,low,close,tick_volume,spread,real_volume
1212364800,1.556100,1.556300,1.554400,1.556300,278,0,0
1212368400,1.556200,1.556600,1.555300,1.555800,258,0,0
1212372000,1.556000,1.556000,1.554600,1.555500,428,0,0
1212375600,1.555600,1.556000,1.553100,1.553600,409,0,0
1212379200,1.553500,1.553800,1.553100,1.553300,157,0,0
1212382800,1.553400,1.553900,1.553300,1.553700,64,0,0
1212386400,1.553800,1.554300,1.553300,1.553700,133,0,0
1212390000,1.553600,1.553900,1.551800,1.553200,362,0,0
1212393600,1.553100,1.553200,1.551400,1.552700,613,0,0
1212397200,1.552900,1.554200,1.551600,1.552900,860,0,0
1212400800,1.553100,1.556200,1.552100,1.556100,756,0,0
1212404400,1.556000,1.556700,1.554400,1.555400,660,0,0
1212408000,1.555200,1.556100,1.553100,1.553900,573,0,0
1212411600,1.553800,1.553900,1.551200,1.551500,534,0,0
1212415200,1.551600,1.552300,1.550100,1.550800,510,0,0
1212418800,1.550600,1.551700,1.549100,1.551600,576,0,0
1212422400,1.551500,1.553100,1.548600,1.552700,882,0,0
1212426000,1.552500,1.555700,1.552500,1.555000,801,0,0
1212429600,1.554800,1.558800,1.554000,1.556100,568,0,0
1212433200,1.556200,1.557300,1.554800,1.555000,384,0,0
1212436800,1.554800,1.554800,1.553600,1.554100,295,0,0
1212440400,1.554200,1.554600,1.553100,1.553900,338,0,0
1212444000,1.553800,1.554400,1.553200,1.553600,338,0,0
1212447600,1.553800,1.554500,1.553500,1.553900,187,0,0
1212451200,1.554000,1.555300,1.553900,1.554400,108,0,0
1212454800,1.554500,1.554500,1.553800,1.553900,91,0,0
1212458400,1.553800,1.554000,1.553300,1.553500,209,0,0
1212462000,1.553400,1.553400,1.552000,1.552200,316,0,0
1212465600,1.552100,1.553000,1.552100,1.552500,231,0,0
1212469200,1.552600,1.553600,1.552300,1.553400,159,0,0
1212472800,1.553500,1.553600,1.552200,1.552600,251,0,0
1212476400,1.552500,1.555900,1.552500,1.555300,517,0,0
1212480000,1.555200,1.557100,1.554400,1.556300,749,0,0
1212483600,1.556500,1.559200,1.555000,1.558400,757,0,0
1212487200,1.558600,1.562800,1.557500,1.562400,1015,0,0
1212490800,1.562500,1.562600,1.559000,1.559400,716,0,0
1212494400,1.559200,1.560300,1.558600,1.559500,490,0,0
1212498000,1.559400,1.559600,1.558200,1.558200,375,0,0
1212501600,1.558400,1.560700,1.558400,1.560000,649,0,0
1212505200,1.559900,1.560000,1.543000,1.545300,2578,0,0
1212508800,1.545200,1.546200,1.541000,1.546000,1663,0,0
1212512400,1.546100,1.546200,1.543800,1.545300,775,0,0
1212516000,1.545100,1.545500,1.543000,1.544000,468,0,0
1212519600,1.544100,1.546800,1.542200,1.546400,664,0,0
1212523200,1.546600,1.547400,1.545700,1.546800,536,0,0
1212526800,1.546600,1.546800,1.545100,1.546100,404,0,0
1212530400,1.546000,1.546100,1.544300,1.544300,156,0,0
1212534000,1.544400,1.544900,1.542800,1.543300,398,0,0
1212537600,1.543500,1.545300,1.543500,1.544700,310,0,0
1212541200,1.544800,1.546000,1.544400,1.545000,347,0,0
1212544800,1.544900,1.545600,1.544000,1.544300,284,0,0
1212548400,1.544200,1.545600,1.543300,1.543500,338,0,0
1212552000,1.543400,1.545700,1.543400,1.545600,282,0,0
1212555600,1.545700,1.546100,1.544900,1.545200,207,0,0
1212559200,1.545300,1.545900,1.544500,1.545800,202,0,0
1212562800,1.545900,1.545900,1.543100,1.545600,629,0,0
1212566400,1.545700,1.545700,1.541900,1.544700,1082,0,0
1212570000,1.544900,1.544900,1.542400,1.544000,959,0,0
