timestamp,open,high,low,close,tick_volume,spread,real_volume
1262563200,1.432590,1.445430,1.425690,1.441150,52438,0,0
1262649600,1.441020,1.448300,1.434670,1.436140,53953,0,0
1262736000,1.436160,1.443380,1.428310,1.440020,52883,0,0
1262822400,1.439980,1.444560,1.429940,1.430410,52226,0,0
1262908800,1.430440,1.443820,1.426340,1.440850,50813,0,0
1263168000,1.441230,1.455450,1.441210,1.451330,53052,0,0
1263254400,1.451300,1.454480,1.445370,1.449260,54206,0,0
1263340800,1.449220,1.457850,1.445610,1.449980,55053,0,0
1263427200,1.449990,1.455470,1.444780,1.449820,52045,0,0
1263513600,1.449790,1.451050,1.433650,1.438570,55084,0,0
1263772800,1.434830,1.439950,1.433480,1.438660,38558,0,0
1263859200,1.438700,1.441310,1.425270,1.428670,56959,0,0
1263945600,1.428660,1.428900,1.408180,1.410680,64941,0,0
1264032000,1.410670,1.414150,1.402850,1.408370,66232,0,0
1264118400,1.408400,1.418070,1.406620,1.413630,62701,0,0
1264377600,1.415080,1.419380,1.412780,1.414810,47248,0,0
1264464000,1.414760,1.417840,1.404220,1.407700,59500,0,0
1264550400,1.407730,1.409630,1.399350,1.403390,61754,0,0
1264636800,1.403350,1.405180,1.394640,1.396090,60225,0,0
1264723200,1.396140,1.398700,1.386100,1.386110,58397,0,0
1264982400,1.386220,1.393760,1.385210,1.393140,53303,0,0
1265068800,1.393180,1.397380,1.388580,1.396800,52870,0,0
1265155200,1.396820,1.402550,1.388540,1.389020,51880,0,0
1265241600,1.388990,1.390130,1.371340,1.372670,56909,0,0
1265328000,1.372730,1.374490,1.358540,1.367760,69669,0,0
1265587200,1.365590,1.371280,1.362100,1.365570,55376,0,0
1265673600,1.365540,1.383800,1.364890,1.379380,63455,0,0
1265760000,1.379410,1.381190,1.367670,1.373410,59664,0,0
1265846400,1.373380,1.380010,1.359550,1.368880,57017,0,0
1265932800,1.368850,1.369410,1.353110,1.363090,56564,0,0
1266192000,1.361570,1.363220,1.357850,1.359650,32247,0,0
1266278400,1.359680,1.377850,1.358790,1.375840,53441,0,0
1266364800,1.375830,1.378810,1.358590,1.359930,54565,0,0
1266451200,1.359940,1.365370,1.348350,1.349230,60435,0,0
1266537600,1.349320,1.361740,1.344330,1.361160,58212,0,0
1266796800,1.361320,1.365310,1.357450,1.359970,43972,0,0
1266883200,1.360010,1.369130,1.349610,1.351360,56264,0,0
1266969600,1.351380,1.362500,1.350200,1.353720,52126,0,0
1267056000,1.353730,1.357020,1.345040,1.353920,57680,0,0
1267142400,1.353850,1.368260,1.353000,1.363100,55822,0,0
1267401600,1.362230,1.365410,1.346010,1.356820,54199,0,0
1267488000,1.356770,1.362130,1.343490,1.360860,55575,0,0
1267574400,1.360870,1.373510,1.359210,1.369440,56175,0,0
1267660800,1.369440,1.371170,1.355110,1.357930,52494,0,0
1267747200,1.357920,1.362970,1.353000,1.361980,41504,0,0
1268006400,1.364100,1.370380,1.360560,1.362720,32289,0,0
1268092800,1.362690,1.363470,1.353700,1.360130,34498,0,0
1268179200,1.360110,1.367930,1.354400,1.365480,32149,0,0
1268265600,1.365450,1.368640,1.362060,1.367640,30643,0,0
1268352000,1.367650,1.379540,1.366930,1.376780,35665,0,0
1268611200,1.376120,1.377460,1.363950,1.367360,34604,0,0
1268697600,1.367280,1.378250,1.365660,1.376270,38575,0,0
1268784000,1.376370,1.381710,1.372610,1.373530,37286,0,0
1268870400,1.373510,1.374020,1.358620,1.360720,40019,0,0
1268956800,1.360740,1.362630,1.350290,1.352920,36141,0,0
1269216000,1.351760,1.356760,1.346290,1.355780,32220,0,0
1269302400,1.355760,1.356870,1.347550,1.349060,40511,0,0
1269388800,1.349080,1.349340,1.330500,1.332760,48663,0,0
1269475200,1.332790,1.338610,1.326700,1.327120,44791,0,0
1269561600,1.327130,1.342430,1.327130,1.341330,40006,0,0
1269820800,1.347380,1.350560,1.341840,1.347510,35721,0,0
1269907200,1.347530,1.353650,1.339510,1.341950,36216,0,0
1269993600,1.341920,1.354770,1.338410,1.350620,41206,0,0
1270080000,1.350640,1.359050,1.346000,1.358370,38764,0,0
1270166400,1.358390,1.359020,1.347460,1.350300,29165,0,0
1270425600,1.349060,1.353780,1.345990,1.348180,26591,0,0
1270512000,1.348200,1.349590,1.335510,1.339340,37705,0,0
1270598400,1.339280,1.340780,1.332580,1.333840,36268,0,0
1270684800,1.333880,1.336570,1.328210,1.335720,37600,0,0
1270771200,1.335690,1.349850,1.334140,1.349840,37428,0,0
1271030400,1.362720,1.369130,1.356560,1.358560,42128,0,0
1271116800,1.358580,1.362670,1.354630,1.361470,39482,0,0
1271203200,1.361500,1.367800,1.359590,1.365080,42150,0,0
1271289600,1.365110,1.366650,1.352150,1.357900,41017,0,0
1271376000,1.357860,1.358060,1.347260,1.350170,42935,0,0
1271635200,1.347660,1.349720,1.341600,1.348970,37917,0,0
1271721600,1.348940,1.352220,1.342830,1.344120,36232,0,0
1271808000,1.344030,1.344670,1.335790,1.338690,37647,0,0
1271894400,1.338700,1.342080,1.326510,1.328590,41764,0,0
