Timestamp,Value
1493060400,1.083450
1493049600,1.087300
1493042400,1.084040
1493035200,1.087670
1493024400,1.083120
1493020800,1.087670
1493010000,1.082000
1492992000,1.091680
1492801200,1.068150
1492711200,1.077610
1492700400,1.074000
1492689600,1.077680
1492624800,1.069910
1492596000,1.073620
1492466400,1.063450
1492452000,1.066970
1492430400,1.061810
1492423200,1.065060
1492390800,1.060200
1492074000,1.067690
1492027200,1.058820
1491933600,1.062930
1491832800,1.056910
1491487200,1.067480
1491472800,1.062830
1491447600,1.068340
1491426000,1.063350
1491386400,1.068830
1491310800,1.063490
1491260400,1.067540
1491242400,1.064170
1490889600,1.075250
1490886000,1.072000
1490824800,1.077270
1490799600,1.073910
1490630400,1.090540
1490328000,1.075940
1490198400,1.082400
1490180400,1.077520
1490112000,1.081850
1490058000,1.071830
1490000400,1.077650
1489759200,1.072680
1489741200,1.078160
1489658400,1.070490
1489629600,1.074570
1489528800,1.059920
1489395600,1.071370
1489082400,1.056580
1489075200,1.061440
1489050000,1.052420
1488794400,1.063920
1488488400,1.049400
1488394800,1.057110
1488380400,1.051340
1488340800,1.058860
1488337200,1.055440
1488301200,1.062940
1488247200,1.056800
1488218400,1.063000
1488160800,1.055080
1487944800,1.061710
1487934000,1.056980
1487930400,1.060310
1487851200,1.053690
1487800800,1.057330
1487768400,1.049300
1487268000,1.067850
1487170800,1.052070
1487077200,1.063270
1487044800,1.059050
1486980000,1.065770
1486951200,1.061120
1486756800,1.065240
1486742400,1.060690
1486638000,1.070880
1486630800,1.066930
1486576800,1.071330
1486551600,1.063990
1486497600,1.070560
1486465200,1.065540
1486418400,1.075450
1486396800,1.070490
1486141200,1.079700
1486134000,1.070930
1486047600,1.082820
1485982800,1.072900
1485957600,1.080670
1485939600,1.077410
1485896400,1.080920
1485889200,1.077160
1485885600,1.081160
1485860400,1.069040
1485856800,1.072440
1485788400,1.061960
1485745200,1.073950
1485547200,1.067820
1485532800,1.072440
1485507600,1.065780
1485464400,1.070340
1485453600,1.065700
1485399600,1.076490
1485378000,1.071950
1485367200,1.075250
1485360000,1.071930
1485352800,1.076900
1485334800,1.071060
1485277200,1.077430
1485262800,1.072470
1485216000,1.077240
1485198000,1.071930
1485190800,1.075170
1485187200,1.070550
1485158400,1.075420
1484924400,1.062460
1484888400,1.069280
1484841600,1.058860
1484838000,1.067600
1484791200,1.062150
1484758800,1.070220
1484751600,1.065380
1484668800,1.071590
1484665200,1.066680
1484658000,1.071850
1484571600,1.057870
1484528400,1.063520
1484524800,1.060140
1484341200,1.065230
1484326800,1.059540
1484319600,1.067090
1484280000,1.060300
1484240400,1.067510
1484236800,1.063210
1484229600,1.068410
1484222400,1.061900
1484215200,1.066380
1484172000,1.056350
1484164800,1.062230
1484154000,1.045290
1484064000,1.060430
1484060400,1.055790
1484024400,1.062640
1483963200,1.051030
1483956000,1.055540
1483945200,1.051590
1483725600,1.058210
1483718400,1.053480
1483700400,1.060790
1483693200,1.057350
1483639200,1.061470
1483621200,1.048170
1483603200,1.057430
1483567200,1.046310
1483563600,1.049920
1483498800,1.038930
1483466400,1.043320
1483462800,1.033980
1483459200,1.040740
1483452000,1.037440
1483426800,1.048940
1483401600,1.044750
1483117200,1.057680
1483113600,1.052430
1483095600,1.059090
1483088400,1.050500
1483059600,1.065120
1483023600,1.044480
1483009200,1.047930
1482951600,1.037140
1482908400,1.047910
1482807600,1.043160
1482512400,1.046820
1482508800,1.042580
1482426000,1.049860
1482418800,1.042860
1482411600,1.046960
1482350400,1.041880
1482336000,1.045060
1482242400,1.035150
1482166800,1.045130
1482159600,1.041070
1482134400,1.047890
1481925600,1.042870
1481911200,1.047360
1481907600,1.040020
1481889600,1.047140
1481824800,1.036560
1481817600,1.044800
1481814000,1.039440
1481796000,1.050850
1481792400,1.046930
1481774400,1.052210
1481767200,1.046730
1481756400,1.053930
1481752800,1.049530
1481742000,1.066930
1481709600,1.061140
1481706000,1.066410
1481662800,1.061400
1481652000,1.066650
1481634000,1.060310
1481569200,1.065110
1481565600,1.059030
1481558400,1.062520
1481508000,1.052470
1481284800,1.062910
1481256000,1.058830
1481205600,1.087270
1481050800,1.069790
1481018400,1.078470
1481014800,1.073630
1480968000,1.079590
1480946400,1.068230
1480942800,1.072890
1480939200,1.062930
1480932000,1.066160
1480917600,1.053660
1480903200,1.059450
1480899600,1.050400
1480701600,1.068040
1480690800,1.062460
1480658400,1.068930
1480611600,1.058380
1480590000,1.063940
1480528800,1.055200
1480510800,1.066600
1480500000,1.061860
1480471200,1.065980
1480431600,1.056430
1480381200,1.062120
1480359600,1.057050
1480356000,1.060400
1480348800,1.056290
1480305600,1.068500
1480114800,1.058080
1480089600,1.062670
1480071600,1.058070
1480068000,1.061430
1480042800,1.053760
1480010400,1.057900
1479999600,1.054220
1479992400,1.058470
1479981600,1.051730
1479927600,1.056550
1479920400,1.052550
1479906000,1.063590
1479898800,1.059970
1479891600,1.064300
1479837600,1.058290
1479812400,1.065740
1479805200,1.060390
1479780000,1.064890
1479758400,1.058910
1479726000,1.064850
1479488400,1.056860
1479477600,1.064240
1479438000,1.058110
1479398400,1.071440
1479394800,1.068070
1479391200,1.074500
1479330000,1.066660
1479322800,1.071370
1479319200,1.066550
1479308400,1.072210
1479304800,1.068700
1479268800,1.075890
1479240000,1.071350
1479204000,1.081600
1479157200,1.072200
1479153600,1.075840
1479142800,1.070850
1479128400,1.078850
1479117600,1.072760
1479099600,1.080820
1479092400,1.077210
1478890800,1.086320
1478887200,1.082980
1478876400,1.091850
1478865600,1.085350
1478836800,1.092290
1478797200,1.086430
1478790000,1.090680
1478786400,1.086870
1478782800,1.091980
1478775600,1.088670
1478750400,1.095300
1478732400,1.090630
1478696400,1.110770
1478689200,1.102850
1478674800,1.129890
1478660400,1.098870
1478599200,1.106640
1478545200,1.102690
1478484000,1.110960
1478476800,1.105550
1478296800,1.113910
1478268000,1.107920
1478203200,1.111990
1478188800,1.105900
1478149200,1.112530
1478120400,1.108370
1478109600,1.112240
1477933200,1.093530
1477684800,1.099120
1477594800,1.088180
1477587600,1.094160
1477540800,1.089130
1477497600,1.094590
1477414800,1.085040
1477317600,1.089910
1477072800,1.085870
1476975600,1.103860
1476954000,1.095150
1476874800,1.100420
1476810000,1.096940
1476763200,1.102570
1476673200,1.096300
1476403200,1.105760
1476356400,1.098490
1476338400,1.103700
1476331200,1.100080
1476306000,1.104690
1476295200,1.100380
1476291600,1.104440
1476288000,1.100850
1476057600,1.120120
1475866800,1.114620
1475856000,1.120410
1475834400,1.110350
1475668800,1.123270
1475607600,1.117630
1475604000,1.123830
1475600400,1.113740
1475258400,1.124990
1475247600,1.115280
1475175600,1.124910
1475164800,1.119620
1475132400,1.123520
1475085600,1.118660
1475074800,1.123620
1475056800,1.118120
1475006400,1.122540
1474995600,1.119030
1474912800,1.127800
1474610400,1.119320
1474560000,1.125670
1474488000,1.113290
1474480800,1.116750
1474444800,1.112240
1474365600,1.121290
1474063200,1.114890
1473951600,1.128300
1473933600,1.121850
1473879600,1.127330
1473800400,1.120330
1473786000,1.125970
1473760800,1.121620
1473710400,1.126750
1473685200,1.120970
1473674400,1.126310
1473440400,1.119780
1473411600,1.128450
1473361200,1.123980
1473346800,1.132630
1473274800,1.122880
1473267600,1.127070
1473260400,1.122870
1473238800,1.126460
1473091200,1.113870
1472832000,1.121910
1472828400,1.114850
1472799600,1.120750
1472724000,1.112700
1472706000,1.116530
1472655600,1.112260
1472500800,1.119220
1472486400,1.115730
1472230800,1.134040
1472061600,1.124460
1471946400,1.135460
1471845600,1.127040
1471557600,1.136580
1471467600,1.123990
1471406400,1.128960
1471363200,1.124530
1471359600,1.132190
1471230000,1.115280
1471014000,1.122080
1470970800,1.113060
1470938400,1.118160
1470913200,1.113570
1470880800,1.119070
1470718800,1.106980
1470427200,1.110470
1470412800,1.104520
1470409200,1.116060
1470319200,1.111330
1470171600,1.123310
1469818800,1.115400
1469815200,1.119670
1469739600,1.106790
1469700000,1.111890
1469653200,1.096030
1469534400,1.102910
1469419200,1.095130
1469185200,1.104040
1469120400,1.097860
1469113200,1.105900
1469102400,1.100430
1469091600,1.104670
1469008800,1.098060
1468864800,1.108370
1468843200,1.103690
1468832400,1.107200
1468623600,1.102370
1468580400,1.114820
1468519200,1.109710
1468508400,1.116420
1468490400,1.108780
1468486800,1.112850
1468404000,1.104140
1468317600,1.112560
1468260000,1.103480
1468252800,1.107400
1468231200,1.101490
1467993600,1.111960
1467990000,1.100110
1467964800,1.108900
1467925200,1.105190
1467892800,1.110070
1467889200,1.105570
1467874800,1.110670
1467864000,1.107340
1467842400,1.111090
1467824400,1.102830
1467817200,1.108710
1467806400,1.104290
1467802800,1.107830
1467781200,1.103530
1467734400,1.116670
1467730800,1.112940
1467723600,1.116390
1467716400,1.112970
1467712800,1.118570
1467709200,1.111900
1467666000,1.115880
1467630000,1.109730
1467399600,1.115460
1467392400,1.111210
1467388800,1.116880
1467363600,1.107140
1467345600,1.111590
1467313200,1.102350
1467306000,1.112330
1467298800,1.107610
1467291600,1.115390
1467277200,1.108450
1467252000,1.112680
1467230400,1.109110
1467219600,1.112990
1467201600,1.105110
1467194400,1.110280
1467172800,1.104870
1467154800,1.109000
1467147600,1.103420
1467118800,1.111100
1467061200,1.099500
1467054000,1.104360
1467050400,1.097150
1467046800,1.102800
1467039600,1.097000
1467025200,1.108300
1467003600,1.098350
1466992800,1.107370
1466985600,1.100770
1466798400,1.117930
1466791200,1.108670
1466787600,1.113410
1466784000,1.103420
1466762400,1.118880
1466755200,1.093440
1466751600,1.105100
1466748000,1.091090
1466737200,1.133670
1466733600,1.126740
1466726400,1.142720
1466704800,1.133990
1466686800,1.142060
1466618400,1.126870
1466614800,1.133710
1466564400,1.123590
1466528400,1.128120
1466524800,1.124250
1466503200,1.134890
1466456400,1.130130
1466438400,1.135670
1466431200,1.132140
1466406000,1.138170
1466186400,1.124160
1466182800,1.129560
1466157600,1.122220
1466132400,1.127130
1466107200,1.120510
1466103600,1.124290
1466096400,1.113030
1466067600,1.129420
1466028000,1.124730
1466024400,1.129740
1465923600,1.118820
1465837200,1.130250
1465833600,1.123710
1465826400,1.127750
1465790400,1.123150
1465448400,1.141480
1465308000,1.133800
1465243200,1.139210
1465218000,1.133010
1464994800,1.137280
1464958800,1.113610
1464861600,1.121940
1464800400,1.114810
1464793200,1.118520
1464760800,1.111350
1464714000,1.117290
1464580800,1.109710
1464278400,1.121620
1464195600,1.112820
1464037200,1.123000
1464019200,1.118690
1463983200,1.124220
1463670000,1.117940
1463601600,1.129200
1463565600,1.125540
1463500800,1.134800
1463497200,1.129900
1463410800,1.134160
1463162400,1.128230
1463068800,1.141410
1463061600,1.137760
1462993200,1.144610
1462914000,1.136500
1462899600,1.140930
1462888800,1.135790
1462813200,1.141320
1462802400,1.137420
1462784400,1.141900
1462762800,1.137950
1462546800,1.147390
1462467600,1.138520
1462384800,1.150650
1462381200,1.146560
1462374000,1.152890
1462359600,1.146860
1462356000,1.151070
1462338000,1.147570
1462305600,1.153780
1462302000,1.150050
1462273200,1.161570
1461927600,1.136910
1461924000,1.141290
1461866400,1.130950
1461837600,1.136720
1461819600,1.129540
1461790800,1.135230
1461769200,1.129250
1461751200,1.133270
1461708000,1.127940
1461686400,1.133890
1461542400,1.121540
1461265200,1.130950
1461258000,1.126780
1461250800,1.139770
1461236400,1.128220
1461164400,1.138730
1461146400,1.134830
1461088800,1.138400
1460970000,1.127310
1460739600,1.131630
1460714400,1.124510
1460646000,1.129420
1460628000,1.123320
1460484000,1.139990
1460480400,1.134510
1460458800,1.146420
1460404800,1.139530
1460394000,1.144680
1460368800,1.137170
1460365200,1.142740
1460127600,1.135110
1460113200,1.139330
1460109600,1.134840
1460052000,1.139920
1460044800,1.133690
1460030400,1.140350
1460026800,1.135930
1460019600,1.145340
1459987200,1.139110
1459969200,1.143100
1459951200,1.132600
1459886400,1.140060
1459875600,1.133530
1459868400,1.138160
1459850400,1.134300
1459785600,1.140910
1459774800,1.135660
1459742400,1.141210
1459530000,1.133410
1459522800,1.143730
1459486800,1.136610
1459443600,1.141120
1459414800,1.130950
1459357200,1.136470
1459353600,1.130170
1459350000,1.133840
1459274400,1.117860
1459267200,1.122480
1459245600,1.116830
1459184400,1.121920
1458824400,1.114340
1458820800,1.118710
1458813600,1.114810
1458662400,1.123780
1458640800,1.118750
1458565200,1.128400
1458554400,1.123490
1458316800,1.130640
1458298800,1.125540
1458270000,1.133610
1458234000,1.129020
1458230400,1.133670
1458223200,1.127720
1458216000,1.134190
1458180000,1.120480
1458162000,1.124160
1458140400,1.105730
1458068400,1.111640
1458057600,1.108090
1458050400,1.112440
1458039600,1.107110
1458036000,1.111990
1457985600,1.107700
1457964000,1.113420
1457960400,1.109790
1457917200,1.117570
1457722800,1.114190
1457719200,1.119280
1457701200,1.107970
1457694000,1.114440
1457690400,1.110390
1457665200,1.120910
1457658000,1.116940
1457636400,1.121730
1457622000,1.082120
1457550000,1.103430
1457539200,1.094520
1457456400,1.105710
1457442000,1.100070
1457431200,1.104400
1457355600,1.093930
1457110800,1.104280
1457103600,1.090230
1457096400,1.098920
1457085600,1.092770
1457035200,1.096840
1457031600,1.093210
1457028000,1.097220
1456938000,1.082480
1456884000,1.088050
1456855200,1.083330
1456819200,1.089290
1456768800,1.085860
1456740000,1.096190
1456509600,1.091100
1456466400,1.106760
1456416000,1.098610
1456408800,1.104440
1456398000,1.100400
1456387200,1.103800
1456351200,1.100410
1456336800,1.104580
1456318800,1.095650
1456246800,1.103710
1456236000,1.098940
1456221600,1.105210
1456156800,1.100250
1455912000,1.113670
1455894000,1.106600
1455890400,1.111710
1455883200,1.107650
1455876000,1.113860
1455832800,1.108650
1455825600,1.112260
1455814800,1.107020
1455742800,1.115650
1455724800,1.110530
1455699600,1.117840
1455674400,1.111820
1455620400,1.119220
1455602400,1.114600
1455591600,1.118290
1455555600,1.112730
1455318000,1.125870
1455300000,1.121350
1455296400,1.127710
1455292800,1.122320
1455213600,1.137600
1455206400,1.131110
1455202800,1.136750
1455192000,1.130490
1455184800,1.135380
1455181200,1.127440
1455159600,1.131970
1455123600,1.115990
1455116400,1.127230
1455105600,1.123640
1455044400,1.133760
1455037200,1.125640
1455030000,1.129980
1455015600,1.116170
1454994000,1.123700
1454958000,1.115600
1454954400,1.119620
1454943600,1.108600
1454932800,1.118350
1454911200,1.112760
1454713200,1.116540
1454691600,1.110820
1454619600,1.122200
1454605200,1.115700
1454598000,1.123830
1454576400,1.106900
1454551200,1.111610
1454544000,1.107640
1454540400,1.111480
1454536800,1.107670
1454533200,1.114480
1454522400,1.104560
1454518800,1.107950
1454432400,1.089190
1454428800,1.093940
1454349600,1.087450
1454346000,1.091220
1454090400,1.080940
1454076000,1.092550
1454061600,1.088460
1454047200,1.094810
1454043600,1.088230
1454011200,1.096720
1453993200,1.089120
1453978800,1.092620
1453971600,1.086920
1453932000,1.091590
1453928400,1.085930
1453906800,1.091150
1453813200,1.081830
1453798800,1.087380
1453496400,1.078870
1453482000,1.083720
1453474800,1.079380
1453460400,1.086230
1453453200,1.081270
1453406400,1.090000
1453395600,1.080560
1453392000,1.084560
1453388400,1.077780
1453366800,1.092060
1453341600,1.086630
1453316400,1.093580
1453312800,1.088760
1453305600,1.093280
1453302000,1.089120
1453284000,1.097540
1453248000,1.090430
1453237200,1.093830
1453194000,1.085880
1453179600,1.090450
1453140000,1.086830
1453114800,1.090870
1453107600,1.087370
1452884400,1.098270
1452873600,1.092930
1452870000,1.098400
1452794400,1.083400
1452776400,1.094270
1452772800,1.089890
1452769200,1.093620
1452762000,1.085360
1452751200,1.089630
1452708000,1.084350
1452704400,1.088150
1452693600,1.080430
1452632400,1.087700
1452621600,1.081920
1452592800,1.089970
1452567600,1.084060
1452542400,1.089810
1452535200,1.084730
1452520800,1.090950
1452506400,1.087170
1452474000,1.096920
1452279600,1.086980
1452276000,1.091640
1452265200,1.080270
1452247200,1.089930
1452243600,1.085430
1452204000,1.093970
1452189600,1.082560
1452171600,1.087410
1452168000,1.083440
1452164400,1.086900
1452160800,1.077050
1452150000,1.082900
1452092400,1.071430
1452088800,1.075940
1452070800,1.071850
1452049200,1.077270
1452013200,1.071020
1451962800,1.083830
1451930400,1.078060
1451901600,1.094600
1451876400,1.082660
1451512800,1.093660
1451502000,1.090110
1451491200,1.094260
1451487600,1.090730
1451473200,1.094320
1451412000,1.089850
1451386800,1.099110
1451322000,1.095770
1451307600,1.099190
1450965600,1.093160
1450954800,1.096700
1450897200,1.086940
1450803600,1.098350
1450774800,1.090170
1450720800,1.093840
1450699200,1.084760
1450688400,1.088270
1450454400,1.080800
1450450800,1.084600
1450432800,1.080430
1450429200,1.086790
1450378800,1.080190
1450368000,1.087020
1450364400,1.083080
1450350000,1.087750
1450328400,1.083140
1450299600,1.101050
1450274400,1.091190
1450256400,1.095820
1450206000,1.090400
1450170000,1.105900
1450130400,1.098370
1450116000,1.104800
1450087200,1.094500
1449860400,1.100680
1449853200,1.095800
1449849600,1.103040
1449846000,1.093440
1449838800,1.097760
1449766800,1.092470
1449759600,1.097210
1449748800,1.093290
1449694800,1.104260
1449680400,1.094970
1449676800,1.098950
1449597600,1.086540
1449594000,1.089990
1449579600,1.084020
1449568800,1.088200
1449496800,1.079550
1449450000,1.088710
1449255600,1.083560
1449241200,1.094940
1449230400,1.085470
1449226800,1.089380
1449223200,1.085830
1449212400,1.094570
1449198000,1.089900
1449194400,1.095560
1449190800,1.091380
1449180000,1.098040
1449169200,1.089630
1449165600,1.094110
1449158400,1.078820
1449154800,1.089250
1449151200,1.051990
1449090000,1.062620
1449082800,1.055020
1449007200,1.063660
1448971200,1.058490
1448967600,1.061820
1448910000,1.055730
1448654400,1.060400
1448640000,1.056800
1448611200,1.063760
1448532000,1.059960
1448478000,1.064110
1448470800,1.056550
1448442000,1.068880
1448384400,1.062790
1448380800,1.067280
1448366400,1.063440
1448362800,1.066930
1448301600,1.059200
1448294400,1.065630
1448251200,1.059990
1448035200,1.070740
1448028000,1.067160
1448020800,1.070550
1448013600,1.066360
1447956000,1.076250
1447945200,1.066820
1447941600,1.071670
1447927200,1.066660
1447902000,1.071730
1447880400,1.061650
1447844400,1.069200
1447786800,1.063030
1447765200,1.067880
1447758000,1.064230
1447664400,1.075750
1447635600,1.068640
1447455600,1.077360
1447441200,1.071350
1447419600,1.080750
1447412400,1.075150
1447365600,1.082960
1447358400,1.076580
1447354800,1.080330
1447351200,1.074610
1447347600,1.080820
1447322400,1.069050
1447297200,1.077980
1447254000,1.070520
1447218000,1.077320
1447171200,1.067380
1447092000,1.078240
1447088400,1.072600
1447070400,1.078940
1447030800,1.071880
1446829200,1.075140
1446825600,1.070670
1446786000,1.089320
1446742800,1.085740
1446735600,1.089680
1446724800,1.085000
1446721200,1.089190
1446714000,1.083320
1446699600,1.087620
1446667200,1.084360
1446580800,1.096930
1446566400,1.093540
1446476400,1.105200
1446465600,1.099950
1446454800,1.104890
1446238800,1.098630
1446220800,1.107210
1446195600,1.098060
1446192000,1.101640
1446145200,1.095060
1446138000,1.098510
1446130800,1.092420
1446120000,1.097620
1446062400,1.089630
1446051600,1.109530
1446004800,1.102480
1445954400,1.107820
1445943600,1.103560
1445936400,1.107160
1445871600,1.100320
1445853600,1.105560
1445637600,1.099610
1445601600,1.113940
1445565600,1.107120
1445421600,1.137690
1445360400,1.133170
1445346000,1.138650
1445274000,1.130520
1445270400,1.134360
1445259600,1.130820
1445025600,1.139050
1445018400,1.134640
1445011200,1.138930
1444996800,1.133360
1444989600,1.139440
1444964400,1.135830
1444932000,1.141870
1444924800,1.136250
1444906800,1.145920
1444903200,1.142470
1444899600,1.149470
1444842000,1.141070
1444838400,1.144730
1444831200,1.139080
1444816800,1.142690
1444755600,1.135460
1444748400,1.140020
1444737600,1.136410
1444730400,1.141060
1444705200,1.134360
1444651200,1.139630
1444428000,1.135170
1444417200,1.138650
1444410000,1.133470
1444402800,1.137820
1444363200,1.126640
1444338000,1.132660
1444316400,1.123740
1444305600,1.131420
1444237200,1.121090
1444230000,1.127290
1444212000,1.122160
1444197600,1.128370
1444104000,1.117140
1444046400,1.128870
1443823200,1.119950
1443798000,1.131510
1443790800,1.114980
1443722400,1.120850
1443693600,1.113420
1443564000,1.126560
1443560400,1.122870
1443553200,1.126720
1443538800,1.119330
1443517200,1.128080
1443456000,1.114590
1443441600,1.120250
1443434400,1.116390
1443409200,1.121400
1443211200,1.116970
1443204000,1.120740
1443193200,1.112460
1443186000,1.117690
1443178800,1.111560
1443114000,1.129530
1443067200,1.116400
1443042000,1.121300
1443031200,1.113880
1443027600,1.119000
1443024000,1.111480
1443016800,1.117520
1443006000,1.110670
1443002400,1.115380
1442977200,1.110470
1442919600,1.120690
1442912400,1.115470
1442862000,1.121630
1442858400,1.118070
1442833200,1.132950
1442613600,1.126850
1442577600,1.145980
1442541600,1.138930
1442527200,1.144080
1442516400,1.129360
1442487600,1.133730
1442440800,1.127400
1442430000,1.132010
1442412000,1.121360
1442383200,1.129780
1442340000,1.125780
1442329200,1.132820
1442311200,1.128340
1442296800,1.132810
1442250000,1.128280
1442224800,1.137260
1441980000,1.125360
1441965600,1.130930
1441886400,1.117120
1441875600,1.123420
1441868400,1.119390
1441854000,1.124420
1441810800,1.113120
1441796400,1.120670
1441789200,1.114630
1441764000,1.121560
1441717200,1.115210
1441702800,1.122900
1441638000,1.113830
1441627200,1.117720
1441616400,1.112100
1441594800,1.117370
1441404000,1.113150
1441396800,1.117580
1441386000,1.109370
1441378800,1.118870
1441303200,1.108670
1441278000,1.124280
1441249200,1.120460
1441195200,1.129370
1441188000,1.124170
1441148400,1.131860
1441119600,1.123290
1441101600,1.133170
1441040400,1.117990
1441036800,1.124330
1441022400,1.119610
1441008000,1.126230
1440979200,1.116890
1440792000,1.121900
1440784800,1.115530
