timestamp,open,high,low,close,tick_volume,spread,real_volume
1485360000,1.258130,1.262760,1.254980,1.260670,22389,0,0
1485374400,1.260680,1.263830,1.259520,1.263390,12498,0,0
1485388800,1.263140,1.264660,1.262540,1.263330,10311,0,0
1485403200,1.263350,1.266270,1.263040,1.265530,11085,0,0
1485417600,1.265530,1.267350,1.262420,1.263300,19209,0,0
1485432000,1.263300,1.263910,1.255650,1.258760,21125,0,0
1485446400,1.258750,1.259620,1.256340,1.259120,22215,0,0
1485460800,1.259100,1.261190,1.257690,1.259160,13184,0,0
1485475200,1.259800,1.260400,1.258340,1.259890,10146,0,0
1485489600,1.259900,1.260560,1.255260,1.255490,10527,0,0
1485504000,1.255490,1.257430,1.253100,1.255010,17045,0,0
1485518400,1.254970,1.256040,1.251660,1.254720,19151,0,0
1485532800,1.254710,1.258310,1.252300,1.253780,21402,0,0
1485547200,1.253770,1.256190,1.253570,1.255370,7348,0,0
1485734400,1.258350,1.260060,1.255810,1.259350,9697,0,0
1485748800,1.259350,1.259460,1.256860,1.257070,8054,0,0
1485763200,1.257050,1.257080,1.250930,1.252650,13437,0,0
1485777600,1.252650,1.254860,1.249090,1.252510,18024,0,0
1485792000,1.252490,1.253620,1.246810,1.247900,20602,0,0
1485806400,1.247910,1.249280,1.246570,1.248390,10423,0,0
1485820800,1.248420,1.251470,1.247910,1.250910,10202,0,0
1485835200,1.250920,1.251900,1.250270,1.251190,12167,0,0
1485849600,1.251180,1.251640,1.241490,1.241490,17517,0,0
1485864000,1.241500,1.249840,1.241220,1.248780,22268,0,0
1485878400,1.248810,1.259060,1.247910,1.256970,26726,0,0
1485892800,1.256980,1.259600,1.256290,1.257770,12147,0,0
1485907200,1.257790,1.259140,1.257080,1.257150,9782,0,0
1485921600,1.257170,1.257880,1.256580,1.257110,10771,0,0
1485936000,1.257100,1.262030,1.254270,1.260330,15509,0,0
1485950400,1.260340,1.266020,1.259410,1.264700,19157,0,0
1485964800,1.264730,1.265790,1.262750,1.263520,19984,0,0
1485979200,1.263540,1.267970,1.261320,1.265680,17966,0,0
1485993600,1.265760,1.268000,1.265310,1.267390,8135,0,0
1486008000,1.267410,1.267780,1.266030,1.267230,11075,0,0
1486022400,1.267290,1.270590,1.265990,1.269430,15167,0,0
1486036800,1.269430,1.269980,1.253700,1.257200,24943,0,0
1486051200,1.257220,1.257890,1.252600,1.255800,20827,0,0
1486065600,1.255790,1.256370,1.251790,1.252680,10618,0,0
1486080000,1.252620,1.253280,1.251050,1.251950,9423,0,0
1486094400,1.251930,1.252650,1.251080,1.251790,13417,0,0
1486108800,1.251790,1.253760,1.247520,1.248360,12782,0,0
1486123200,1.248340,1.252720,1.245710,1.249090,17291,0,0
1486137600,1.249100,1.252160,1.245800,1.251200,21522,0,0
1486152000,1.251200,1.251410,1.247200,1.248290,10789,0,0
1486339200,1.248800,1.249840,1.247460,1.249090,7521,0,0
1486353600,1.249090,1.249520,1.248010,1.248970,9054,0,0
1486368000,1.248960,1.249250,1.244930,1.247450,13129,0,0
1486382400,1.247440,1.249090,1.244420,1.244660,16505,0,0
1486396800,1.244660,1.247940,1.242740,1.247020,17488,0,0
1486411200,1.247020,1.248040,1.245420,1.246680,10311,0,0
1486425600,1.246690,1.247820,1.245730,1.247800,7545,0,0
1486440000,1.247890,1.248690,1.246010,1.246670,10726,0,0
1486454400,1.246650,1.246780,1.234680,1.236620,17264,0,0
